#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","NW_020843530.1",189691,204900,"-",113670404,"LOC113670404","-","XP_027042355.1",1988,"WD repeat-containing protein 81-like isoform X2"
"Un","NW_020843530.1",206653,208230,"-",113670422,"LOC113670422","-","XP_027042366.1",153,"optic atrophy 3 protein homolog"
"Un","NW_020843530.1",210884,212305,"+",113670284,"LOC113670284","-","XP_027042208.1",73,"uncharacterized protein LOC113670284"
"Un","NW_020843530.1",214667,223063,"-",113670273,"LOC113670273","-","XP_027042189.1",551,"aprataxin and PNK-like factor isoform X1"
"Un","NW_020843530.1",214667,221631,"-",113670273,"LOC113670273","-","XP_027042198.1",454,"aprataxin and PNK-like factor isoform X2"
"Un","NW_020843535.1",21,12593,"-",113670432,"LOC113670432","-","XP_027042377.1",671,"EGF-like and EMI domain-containing protein 1"
"Un","NW_020843535.1",16472,30404,"+",113670443,"LOC113670443","-","XP_027042387.1",1030,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like"
"Un","NW_020843537.1",19546,24330,"+",113670597,"LOC113670597","-","XP_027042563.1",457,"uncharacterized protein LOC113670597"
"Un","NW_020844818.1",488143,489868,"+",113669250,"LOC113669250","-","XP_027041051.1",389,"allatostatin-A receptor-like"
"Un","NW_020844818.1",493547,494479,"+",113669251,"LOC113669251","-","XP_027041052.1",118,"uncharacterized protein LOC113669251"
"Un","NW_020844818.1",497213,501190,"-",113669249,"LOC113669249","-","XP_027041049.1",592,"choline dehydrogenase, mitochondrial-like"
"Un","NW_020844818.1",497213,501190,"-",113669249,"LOC113669249","-","XP_027041050.1",592,"choline dehydrogenase, mitochondrial-like"
"Un","NW_020844818.1",503642,507403,"+",113669254,"LOC113669254","-","XP_027041054.1",582,"choline dehydrogenase, mitochondrial-like"
"Un","NW_020844818.1",509129,514404,"+",113669255,"LOC113669255","-","XP_027041055.1",584,"choline dehydrogenase, mitochondrial-like"
"Un","NW_020844818.1",519356,522009,"-",113669258,"LOC113669258","-","XP_027041059.1",83,"muscle LIM protein 1-like"
"Un","NW_020844818.1",522735,523253,"-",113669257,"LOC113669257","-","XP_027041057.1",86,"muscle LIM protein 1-like"
"Un","NW_020844818.1",522735,523253,"-",113669257,"LOC113669257","-","XP_027041058.1",86,"muscle LIM protein 1-like"
"Un","NW_020844818.1",528151,533573,"-",113669248,"LOC113669248","-","XP_027041048.1",269,"DNA damage-regulated autophagy modulator protein 2-like"
"Un","NW_020844818.1",537102,541137,"-",113669247,"LOC113669247","-","XP_027041046.1",391,"uncharacterized protein LOC113669247 isoform X1"
"Un","NW_020844818.1",537102,540667,"-",113669247,"LOC113669247","-","XP_027041047.1",346,"uncharacterized protein LOC113669247 isoform X2"
"Un","NW_020844818.1",544334,545809,"-",113669245,"LOC113669245","-","XP_027041044.1",491,"multiple inositol polyphosphate phosphatase 1-like"
"Un","NW_020844818.1",546243,554156,"+",113669246,"LOC113669246","-","XP_027041045.1",487,"peptidyl-prolyl cis-trans isomerase FKBP4-like"
"Un","NW_020844818.1",557852,563554,"+",113669235,"LOC113669235","-","XP_027041034.1",1010,"uncharacterized protein LOC113669235 isoform X1"
"Un","NW_020844818.1",557915,563554,"+",113669235,"LOC113669235","-","XP_027041035.1",989,"uncharacterized protein LOC113669235 isoform X2"
"Un","NW_020844818.1",565672,589107,"-",113669237,"LOC113669237","-","XP_027041037.1",968,"SCY1-like protein 2"
"Un","NW_020844818.1",570877,572253,"+",113669238,"LOC113669238","-","XP_027041038.1",458,"BTB/POZ domain-containing protein 6-like"
"Un","NW_020844818.1",589725,610733,"+",113669236,"LOC113669236","-","XP_027041036.1",1050,"kinesin-like protein KIN-5D"
"Un","NW_020844818.1",612047,613533,"+",113669239,"LOC113669239","-","XP_027041039.1",254,"trichohyalin-like, partial"
"Un","NW_020844818.1",613880,626023,"+",113669241,"LOC113669241","-","XP_027041041.1",865,"leucine-rich repeat and IQ domain-containing protein 1-like"
"Un","NW_020844818.1",626790,628240,"-",113669240,"LOC113669240","-","XP_027041040.1",100,"uncharacterized protein LOC113669240"
"Un","NW_020844818.1",637712,638772,"+",113669207,"LOC113669207","-","XP_027041008.1",148,"uncharacterized protein LOC113669207 isoform X1"
"Un","NW_020844818.1",637712,638772,"+",113669207,"LOC113669207","-","XP_027041009.1",148,"uncharacterized protein LOC113669207 isoform X2"
"Un","NW_020844818.1",637712,638772,"+",113669207,"LOC113669207","-","XP_027041010.1",147,"uncharacterized protein LOC113669207 isoform X3"
"Un","NW_020844818.1",641538,647881,"+",113669210,"LOC113669210","-","XP_027041013.1",376,"astacin-like metalloprotease toxin 1"
"Un","NW_020844818.1",649477,652701,"+",113669265,"LOC113669265","-","XP_027041065.1",232,"lipoxygenase homology domain-containing protein 1-like"
"Un","NW_020844818.1",653768,660712,"-",113669264,"LOC113669264","-","XP_027041064.1",301,"ubiquitin thioesterase OTU1-like"
"Un","NW_020844822.1",780,14427,"+",113669299,"LOC113669299","-","XP_027041104.1",1692,"titin homolog"
"Un","NW_020844822.1",15638,21265,"-",113669298,"LOC113669298","-","XP_027041103.1",372,"uncharacterized protein C19orf47-like"
"Un","NW_020844822.1",27313,32814,"+",113669302,"LOC113669302","-","XP_027041112.1",585,"inositol-3-phosphate synthase-like"
"Un","NW_020844822.1",27313,32814,"+",113669302,"LOC113669302","-","XP_027041113.1",585,"inositol-3-phosphate synthase-like"
"Un","NW_020844822.1",27313,32814,"+",113669302,"LOC113669302","-","XP_027041114.1",585,"inositol-3-phosphate synthase-like"
"Un","NW_020844822.1",35567,36046,"+",113669305,"LOC113669305","-","XP_027041121.1",159,"calmodulin-like"
"Un","NW_020844822.1",37136,39130,"+",113669309,"LOC113669309","-","XP_027041128.1",419,"uncharacterized protein LOC113669309"
"Un","NW_020844822.1",45109,50656,"+",113669310,"LOC113669310","-","XP_027041129.1",430,"non-specific lipid-transfer protein-like"
"Un","NW_020844410.1",20534,24092,"-",113666687,"LOC113666687","-","XP_027038281.1",279,"acid-sensing ion channel 4-like isoform X2"
"Un","NW_020844410.1",20534,24092,"-",113666687,"LOC113666687","-","XP_027038280.1",534,"acid-sensing ion channel 1A-like isoform X1"
"Un","NW_020844410.1",36641,38429,"-",113666693,"LOC113666693","-","XP_027038288.1",300,"uncharacterized protein LOC113666693 isoform X1"
"Un","NW_020844410.1",36641,37501,"-",113666693,"LOC113666693","-","XP_027038289.1",286,"uncharacterized protein LOC113666693 isoform X2"
"Un","NW_020844410.1",36641,37501,"-",113666693,"LOC113666693","-","XP_027038290.1",286,"uncharacterized protein LOC113666693 isoform X2"
"Un","NW_020844410.1",36641,37501,"-",113666693,"LOC113666693","-","XP_027038291.1",286,"uncharacterized protein LOC113666693 isoform X2"
"Un","NW_020844410.1",44980,45921,"-",113666692,"LOC113666692","-","XP_027038287.1",313,"allatostatin-A receptor-like"
"Un","NW_020844410.1",47502,50500,"-",113666691,"LOC113666691","-","XP_027038286.1",400,"uncharacterized protein LOC113666691"
"Un","NW_020844410.1",52044,56670,"-",113666734,"LOC113666734","-","XP_027038325.1",909,"anoctamin-4-like"
"Un","NW_020844410.1",58152,62520,"-",113666674,"LOC113666674","-","XP_027038266.1",871,"anoctamin-4-like"
"Un","NW_020844410.1",66577,70792,"-",113666740,"LOC113666740","-","XP_027038329.1",910,"anoctamin-4-like"
"Un","NW_020844410.1",73122,80436,"-",113666695,"LOC113666695","-","XP_027038292.1",881,"anoctamin-3-like"
"Un","NW_020844410.1",84822,90061,"-",113666720,"LOC113666720","-","XP_027038311.1",818,"anoctamin-4-like isoform X1"
"Un","NW_020844410.1",85399,90061,"-",113666720,"LOC113666720","-","XP_027038312.1",710,"anoctamin-4-like isoform X2"
"Un","NW_020844410.1",92142,98391,"-",113666733,"LOC113666733","-","XP_027038323.1",962,"anoctamin-4-like isoform X1"
"Un","NW_020844410.1",92142,97485,"-",113666733,"LOC113666733","-","XP_027038324.1",874,"anoctamin-4-like isoform X2"
"Un","NW_020844410.1",99654,104893,"+",113666686,"LOC113666686","-","XP_027038279.1",683,"LOW QUALITY PROTEIN: pentatricopeptide repeat-containing protein At5g12100, mitochondrial-like"
"Un","NW_020844410.1",106726,113707,"-",113666681,"LOC113666681","-","XP_027038274.1",683,"titin-like isoform X1"
"Un","NW_020844410.1",106726,112178,"-",113666681,"LOC113666681","-","XP_027038275.1",578,"src kinase-associated phosphoprotein 2-like isoform X2"
"Un","NW_020844410.1",113945,116948,"+",113666682,"LOC113666682","-","XP_027038276.1",605,"decapping and exoribonuclease protein-like"
"Un","NW_020844410.1",118480,126103,"+",113666683,"LOC113666683","-","XP_027038277.1",511,"alanine--glyoxylate aminotransferase 2, mitochondrial-like"
"Un","NW_020844410.1",127538,144038,"-",113666684,"LOC113666684","-","XP_027038278.1",2130,"uncharacterized protein LOC113666684"
"Un","NW_020844410.1",147079,154719,"+",113666675,"LOC113666675","-","XP_027038267.1",495,"disheveled-associated activator of morphogenesis 1-A-like"
"Un","NW_020844410.1",155834,156244,"+",113666718,"LOC113666718","-","XP_027038309.1",136,"histone H3-like"
"Un","NW_020844410.1",157619,173185,"-",113666696,"LOC113666696","-","XP_027038293.1",959,"tubulin-specific chaperone D-like"
"Un","NW_020844410.1",174505,175416,"-",113666677,"LOC113666677","-","XP_027038269.1",303,"histamine H2 receptor-like"
"Un","NW_020844410.1",184198,185202,"+",113666724,"LOC113666724","-","XP_027038314.1",334,"cannabinoid receptor 1-like"
"Un","NW_020844410.1",187973,190213,"+",113666698,"LOC113666698","-","XP_027038295.1",338,"pyroglutamylated RF-amide peptide receptor-like"
"Un","NW_020844410.1",191461,194272,"-",113666699,"LOC113666699","-","XP_027038296.1",297,"QRFP-like peptide receptor, partial"
"Un","NW_020844410.1",197918,200213,"+",113666725,"LOC113666725","-","XP_027038315.1",341,"QRFP-like peptide receptor"
"Un","NW_020844410.1",200544,202706,"-",113666700,"LOC113666700","-","XP_027038297.1",211,"QRFP-like peptide receptor, partial"
"Un","NW_020844410.1",209161,210662,"+",113666678,"LOC113666678","-","XP_027038270.1",313,"QRFP-like peptide receptor"
"Un","NW_020844410.1",212482,214398,"+",113666702,"LOC113666702","-","XP_027038298.1",314,"tachykinin-like peptides receptor 86C"
"Un","NW_020844410.1",218496,220760,"+",113666676,"LOC113666676","-","XP_027038268.1",320,"pyrokinin-1 receptor-like"
"Un","NW_020844410.1",229174,231079,"-",113666727,"LOC113666727","-","XP_027038316.1",325,"QRFP-like peptide receptor"
"Un","NW_020844410.1",235588,242226,"-",113666704,"LOC113666704","-","XP_027038299.1",395,"pyroglutamylated RF-amide peptide receptor-like"
"Un","NW_020844410.1",268109,269699,"-",113666729,"LOC113666729","-","XP_027038318.1",321,"tachykinin-like peptides receptor 86C"
"Un","NW_020843537.1",36619,56543,"+",113670453,"LOC113670453","-","XP_027042399.1",534,"uncharacterized protein LOC113670453"
"Un","NW_020843537.1",62799,63704,"+",113670734,"LOC113670734","-","XP_027042719.1",302,"uncharacterized protein LOC113670734, partial"
"Un","NW_020843537.1",71137,76766,"-",113670742,"LOC113670742","-","XP_027042733.1",342,"uncharacterized protein LOC113670742"
"Un","NW_020843537.1",81657,90172,"+",113670750,"LOC113670750","-","XP_027042745.1",506,"uncharacterized protein LOC113670750"
"Un","NW_020843537.1",96339,97487,"+",113670760,"LOC113670760","-","XP_027042753.1",383,"uncharacterized protein LOC113670760, partial"
"Un","NW_020843537.1",99535,101145,"+",113670868,"LOC113670868","-","XP_027042871.1",536,"uncharacterized protein LOC113670868"
"Un","NW_020843537.1",103480,105060,"+",113670788,"LOC113670788","-","XP_027042788.1",526,"uncharacterized protein LOC113670788"
"Un","NW_020843537.1",110936,113367,"-",113670871,"LOC113670871","-","XP_027042884.1",224,"AUGMIN subunit 2-like"
"Un","NW_020843537.1",113883,116036,"+",113670821,"LOC113670821","-","XP_027042814.1",437,"uncharacterized protein LOC113670821"
"Un","NW_020843537.1",119450,131406,"+",113670499,"LOC113670499","-","XP_027042457.1",280,"RNA binding protein fox-1 homolog 3-like isoform X1"
"Un","NW_020843537.1",124730,131406,"+",113670499,"LOC113670499","-","XP_027042464.1",264,"RNA binding protein fox-1 homolog 3-like isoform X2"
"Un","NW_020843537.1",134126,137591,"+",113670484,"LOC113670484","-","XP_027042432.1",327,"bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-B-like"
"Un","NW_020843537.1",138647,141949,"+",113670492,"LOC113670492","-","XP_027042443.1",325,"bifunctional arginine demethylase and lysyl-hydroxylase PSR-like"
"Un","NW_020843537.1",145037,145698,"-",113670608,"LOC113670608","-","XP_027042575.1",202,"glucose-induced degradation protein 4 homolog"
"Un","NW_020843537.1",146940,153931,"-",113670617,"LOC113670617","-","XP_027042587.1",616,"GTP-binding protein 1-like"
"Un","NW_020843537.1",154891,156127,"+",113670473,"LOC113670473","-","XP_027042420.1",177,"josephin-1-like"
"Un","NW_020843537.1",159335,161401,"+",113670832,"LOC113670832","-","XP_027042822.1",688,"protein NLRC3-like, partial"
"Un","NW_020843537.1",164566,173185,"+",113670843,"LOC113670843","-","XP_027042834.1",992,"kinesin-like protein KIF19"
"Un","NW_020843537.1",182255,183172,"+",113670698,"LOC113670698","-","XP_027042679.1",305,"uncharacterized protein LOC113670698"
"Un","NW_020843537.1",191533,195708,"-",113670644,"LOC113670644","-","XP_027042621.1",302,"ras-related protein Rap1-like"
"Un","NW_020843537.1",191533,195708,"-",113670644,"LOC113670644","-","XP_027042628.1",302,"ras-related protein Rap1-like"
"Un","NW_020843537.1",201625,219890,"+",113670553,"LOC113670553","-","XP_027042514.1",1348,"caskin-2-like isoform X1"
"Un","NW_020843537.1",201625,219890,"+",113670553,"LOC113670553","-","XP_027042526.1",1347,"caskin-2-like isoform X2"
"Un","NW_020843537.1",201625,219890,"+",113670553,"LOC113670553","-","XP_027042534.1",1261,"caskin-2-like isoform X3"
"Un","NW_020843537.1",201625,219890,"+",113670553,"LOC113670553","-","XP_027042541.1",1260,"caskin-2-like isoform X4"
"Un","NW_020843537.1",201625,216573,"+",113670553,"LOC113670553","-","XP_027042549.1",1186,"caskin-2-like isoform X5"
"Un","NW_020843537.1",201625,216573,"+",113670553,"LOC113670553","-","XP_027042555.1",1185,"caskin-2-like isoform X6"
"Un","NW_020843537.1",223217,226587,"-",113670769,"LOC113670769","-","XP_027042766.1",600,"protein asteroid homolog 1-like"
"Un","NW_020843537.1",227846,230965,"-",113670779,"LOC113670779","-","XP_027042777.1",589,"protein asteroid homolog 1-like"
"Un","NW_020843537.1",233170,237356,"+",113670853,"LOC113670853","-","XP_027042846.1",204,"eukaryotic translation initiation factor 3 subunit L-like"
"Un","NW_020843537.1",238020,250190,"-",113670687,"LOC113670687","-","XP_027042667.1",965,"protein asteroid homolog 1-like"
"Un","NW_020843537.1",255863,260473,"-",113670659,"LOC113670659","-","XP_027042646.1",612,"protein asteroid homolog 1-like isoform X2"
"Un","NW_020843537.1",256088,260473,"-",113670659,"LOC113670659","-","XP_027042639.1",642,"protein asteroid homolog 1-like isoform X1"
"Un","NW_020843537.1",262225,265229,"-",113670676,"LOC113670676","-","XP_027042657.1",635,"protein asteroid homolog 1-like"
"Un","NW_020843537.1",265654,269350,"+",113670635,"LOC113670635","-","XP_027042611.1",290,"target of rapamycin complex subunit lst8-like"
"Un","NW_020843537.1",270690,283495,"+",113670626,"LOC113670626","-","XP_027042599.1",1159,"exportin-6-like"
"Un","NW_020843915.1",105183,110486,"-",113687107,"LOC113687107","-","XP_027060612.1",660,"tetratricopeptide repeat protein 28-like"
"Un","NW_020843925.1",170,4838,"-",113687116,"LOC113687116","-","XP_027060620.1",272,"C-type mannose receptor 2-like, partial"
"Un","NW_020843926.1",1795,7194,"+",113687122,"LOC113687122","-","XP_027060626.1",203,"eukaryotic translation initiation factor 3 subunit F-like"
"Un","NW_020843926.1",8458,9981,"-",113687121,"LOC113687121","-","XP_027060625.1",140,"uncharacterized protein LOC113687121"
"Un","NW_020843926.1",14965,28003,"-",113687119,"LOC113687119","-","XP_027060624.1",135,"uncharacterized protein LOC113687119"
"Un","NW_020843926.1",29864,34614,"-",113687118,"LOC113687118","-","XP_027060623.1",357,"uncharacterized protein LOC113687118"
"Un","NW_020843926.1",37275,42227,"+",113687117,"LOC113687117","-","XP_027060622.1",383,"ZP domain-containing protein-like"
"Un","NW_020843930.1",15735,18512,"+",113687123,"LOC113687123","-","XP_027060627.1",189,"uncharacterized protein LOC113687123"
"Un","NW_020843930.1",19068,24072,"+",113687125,"LOC113687125","-","XP_027060628.1",367,"tyrosine kinase receptor Cad96Ca-like"
"Un","NW_020843930.1",25795,33582,"-",113687126,"LOC113687126","-","XP_027060629.1",410,"proto-oncogene tyrosine-protein kinase receptor Ret-like"
"Un","NW_020843930.1",34746,39296,"-",113687127,"LOC113687127","-","XP_027060630.1",346,"neural cell adhesion molecule 1-like"
"Un","NW_020843930.1",48589,78644,"-",113687128,"LOC113687128","-","XP_027060632.1",447,"proto-oncogene tyrosine-protein kinase receptor Ret-like"
"Un","NW_020843930.1",54554,67110,"-",113687129,"LOC113687129","-","XP_027060633.1",895,"deleted in malignant brain tumors 1 protein-like"
"Un","NW_020843930.1",70756,71661,"-",113687130,"LOC113687130","-","XP_027060634.1",301,"octopamine receptor beta-2R-like"
"Un","NW_020843932.1",1331,1492,"+",113687131,"LOC113687131","-","XP_027060635.1",266,"uncharacterized protein LOC113687131, partial"
"Un","NW_020843934.1",1899,12437,"+",113687145,"LOC113687145","-","XP_027060653.1",712,"integrator complex subunit 13-like"
"Un","NW_020843934.1",19464,20246,"+",113687142,"LOC113687142","-","XP_027060651.1",260,"uncharacterized protein C7orf57 homolog"
"Un","NW_020843934.1",24589,25050,"+",113687144,"LOC113687144","-","XP_027060652.1",153,"uncharacterized protein LOC113687144"
"Un","NW_020843934.1",49201,67218,"+",113687134,"LOC113687134","-","XP_027060638.1",2225,"uncharacterized protein LOC113687134"
"Un","NW_020843934.1",49201,67218,"+",113687134,"LOC113687134","-","XP_027060639.1",2225,"uncharacterized protein LOC113687134"
"Un","NW_020843934.1",49201,67218,"+",113687134,"LOC113687134","-","XP_027060640.1",2225,"uncharacterized protein LOC113687134"
"Un","NW_020843934.1",49201,67218,"+",113687134,"LOC113687134","-","XP_027060641.1",2225,"uncharacterized protein LOC113687134"
"Un","NW_020843934.1",69350,82322,"-",113687136,"LOC113687136","-","XP_027060642.1",902,"polycystic kidney disease 2-like 1 protein"
"Un","NW_020843934.1",69350,82322,"-",113687136,"LOC113687136","-","XP_027060643.1",902,"polycystic kidney disease 2-like 1 protein"
"Un","NW_020843934.1",90101,97667,"-",113687141,"LOC113687141","-","XP_027060650.1",465,"V-type proton ATPase subunit S1-like"
"Un","NW_020843934.1",98468,100627,"-",113687132,"LOC113687132","-","XP_027060636.1",719,"uncharacterized protein LOC113687132"
"Un","NW_020843934.1",104377,105111,"-",113687147,"LOC113687147","-","XP_027060656.1",244,"uncharacterized protein LOC113687147"
"Un","NW_020843934.1",104377,105111,"-",113687147,"LOC113687147","-","XP_027060657.1",244,"uncharacterized protein LOC113687147"
"Un","NW_020843934.1",108398,155227,"-",113687146,"LOC113687146","-","XP_027060654.1",417,"synapsin-2-like isoform X1"
"Un","NW_020843934.1",109846,155227,"-",113687146,"LOC113687146","-","XP_027060655.1",393,"synapsin-2-like isoform X2"
"Un","NW_020843934.1",119332,123608,"+",113687148,"LOC113687148","-","XP_027060658.1",233,"metalloproteinase inhibitor 3-like"
"Un","NW_020843934.1",127162,129873,"+",113687149,"LOC113687149","-","XP_027060659.1",223,"metalloproteinase inhibitor 4-like"
"Un","NW_020843934.1",136873,139619,"-",113687151,"LOC113687151","-","XP_027060661.1",215,"metalloproteinase inhibitor 3-like"
"Un","NW_020843934.1",142027,142566,"-",113687152,"LOC113687152","-","XP_027060662.1",217,"metalloproteinase inhibitor 3-like"
"Un","NW_020843934.1",148916,151662,"+",113687150,"LOC113687150","-","XP_027060660.1",223,"metalloproteinase inhibitor 3-like"
"Un","NW_020843934.1",158183,171025,"+",113687133,"LOC113687133","-","XP_027060637.1",1008,"LOW QUALITY PROTEIN: uncharacterized protein LOC113687133"
"Un","NW_020844822.1",51932,52846,"-",113669311,"LOC113669311","-","XP_027041130.1",304,"octopamine receptor beta-2R-like"
"Un","NW_020844822.1",54020,54883,"-",113669313,"LOC113669313","-","XP_027041131.1",287,"5-hydroxytryptamine receptor 6-like"
"Un","NW_020844822.1",57594,62021,"+",113669314,"LOC113669314","-","XP_027041132.1",629,"seipin-like isoform X1"
"Un","NW_020844822.1",57594,61386,"+",113669314,"LOC113669314","-","XP_027041133.1",385,"seipin-like isoform X2"
"Un","NW_020844822.1",71634,76331,"-",113669315,"LOC113669315","-","XP_027041134.1",269,"homeobox protein prophet of Pit-1-like"
"Un","NW_020844822.1",82195,85244,"-",113669324,"LOC113669324","-","XP_027041144.1",216,"phosphatidylinositol-glycan biosynthesis class F protein-like"
"Un","NW_020844822.1",87004,109633,"-",113669292,"LOC113669292","-","XP_027041096.1",2118,"LOW QUALITY PROTEIN: autophagy-related protein 2 homolog A-like"
"Un","NW_020844822.1",110107,111487,"+",113669290,"LOC113669290","-","XP_027041094.1",249,"heat shock protein Hsp-16.2-like"
"Un","NW_020844822.1",115724,117244,"+",113669293,"LOC113669293","-","XP_027041097.1",253,"uncharacterized protein LOC113669293"
"Un","NW_020844822.1",119523,120583,"+",113669297,"LOC113669297","-","XP_027041100.1",255,"heat shock protein beta-2-like isoform X1"
"Un","NW_020844822.1",119523,120583,"+",113669297,"LOC113669297","-","XP_027041102.1",254,"heat shock protein beta-2-like isoform X2"
"Un","NW_020844822.1",121795,122709,"+",113669296,"LOC113669296","-","XP_027041099.1",304,"histamine H2 receptor-like"
"Un","NW_020844822.1",124096,129212,"-",113669295,"LOC113669295","-","XP_027041098.1",399,"Golgi resident protein GCP60-like"
"Un","NW_020844822.1",129986,131764,"+",113669321,"LOC113669321","-","XP_027041142.1",592,"trehalase-like"
"Un","NW_020844822.1",132707,136084,"-",113669322,"LOC113669322","-","XP_027041143.1",470,"uncharacterized protein LOC113669322"
"Un","NW_020844822.1",138668,141679,"+",113669291,"LOC113669291","-","XP_027041095.1",218,"LOW QUALITY PROTEIN: cyclin-dependent kinase inhibitor 3-like, partial"
"Un","NW_020844822.1",145848,146645,"+",113669317,"LOC113669317","-","XP_027041138.1",180,"heat shock protein 23-like"
"Un","NW_020844822.1",148603,157424,"-",113669318,"LOC113669318","-","XP_027041139.1",269,"uncharacterized protein LOC113669318"
"Un","NW_020844822.1",154690,155548,"+",113669316,"LOC113669316","-","XP_027041137.1",178,"uncharacterized protein LOC113669316"
"Un","NW_020844822.1",160638,167681,"-",113669306,"LOC113669306","-","XP_027041122.1",673,"LOW QUALITY PROTEIN: ATP-binding cassette sub-family B member 10, mitochondrial-like"
"Un","NW_020844822.1",189680,200791,"+",113669300,"LOC113669300","-","XP_027041105.1",442,"bone morphogenetic protein 2-like isoform X1"
"Un","NW_020844822.1",199490,200791,"+",113669300,"LOC113669300","-","XP_027041106.1",377,"bone morphogenetic protein 2-like isoform X2"
"Un","NW_020844822.1",199490,200791,"+",113669300,"LOC113669300","-","XP_027041107.1",377,"bone morphogenetic protein 2-like isoform X2"
"Un","NW_020844822.1",199490,200791,"+",113669300,"LOC113669300","-","XP_027041108.1",377,"bone morphogenetic protein 2-like isoform X2"
"Un","NW_020844822.1",199490,200791,"+",113669300,"LOC113669300","-","XP_027041109.1",377,"bone morphogenetic protein 2-like isoform X2"
"Un","NW_020844822.1",199490,200791,"+",113669300,"LOC113669300","-","XP_027041110.1",377,"bone morphogenetic protein 2-like isoform X2"
"Un","NW_020844822.1",199490,200791,"+",113669300,"LOC113669300","-","XP_027041111.1",377,"bone morphogenetic protein 2-like isoform X2"
"Un","NW_020844822.1",206115,216095,"+",113669308,"LOC113669308","-","XP_027041127.1",667,"ribosome assembly protein 4-like isoform X3"
"Un","NW_020844822.1",206115,213847,"+",113669308,"LOC113669308","-","XP_027041125.1",767,"probable E3 ubiquitin ligase complex SCF subunit sconB isoform X1"
"Un","NW_020844822.1",206115,213847,"+",113669308,"LOC113669308","-","XP_027041126.1",765,"probable E3 ubiquitin ligase complex SCF subunit sconB isoform X2"
"Un","NW_020844822.1",221202,224227,"+",113669303,"LOC113669303","-","XP_027041116.1",400,"calcium/calmodulin-dependent protein kinase type 1-like isoform X1"
"Un","NW_020844822.1",221358,224227,"+",113669303,"LOC113669303","-","XP_027041117.1",348,"calcium/calmodulin-dependent protein kinase type 1-like isoform X2"
"Un","NW_020844822.1",221358,224227,"+",113669303,"LOC113669303","-","XP_027041118.1",348,"calcium/calmodulin-dependent protein kinase type 1-like isoform X2"
"Un","NW_020844822.1",226163,228249,"-",113669304,"LOC113669304","-","XP_027041119.1",157,"ubiquitin-40S ribosomal protein S27a"
"Un","NW_020844822.1",226163,228249,"-",113669304,"LOC113669304","-","XP_027041120.1",157,"ubiquitin-40S ribosomal protein S27a"
"Un","NW_020844410.1",279216,280473,"-",113666730,"LOC113666730","-","XP_027038320.1",255,"tachykinin-like peptides receptor 86C"
"Un","NW_020844410.1",282749,284977,"-",113666738,"LOC113666738","-","XP_027038327.1",313,"pyroglutamylated RF-amide peptide receptor-like"
"Un","NW_020844410.1",305398,307966,"-",113666723,"LOC113666723","-","XP_027038313.1",365,"pyroglutamylated RF-amide peptide receptor-like"
"Un","NW_020844410.1",313046,317041,"-",113666673,"LOC113666673","-","XP_027038265.1",318,"tachykinin-like peptides receptor 86C"
"Un","NW_020844410.1",318793,320468,"-",113666706,"LOC113666706","-","XP_027038300.1",348,"melatonin receptor type 1A-like"
"Un","NW_020844410.1",322895,323905,"+",113666739,"LOC113666739","-","XP_027038328.1",336,"melanocyte-stimulating hormone receptor-like"
"Un","NW_020844410.1",327951,331611,"+",113666707,"LOC113666707","-","XP_027038301.1",575,"beta-2 adrenergic receptor-like"
"Un","NW_020844410.1",333091,343331,"-",113666679,"LOC113666679","-","XP_027038271.1",478,"UNC93-like protein MFSD11"
"Un","NW_020844410.1",344197,346108,"+",113666680,"LOC113666680","-","XP_027038273.1",117,"brain protein I3-like"
"Un","NW_020844410.1",349977,360614,"+",113666728,"LOC113666728","-","XP_027038317.1",398,"brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1"
"Un","NW_020844410.1",377105,396638,"+",113666732,"LOC113666732","-","XP_027038322.1",459,"uncharacterized protein LOC113666732"
"Un","NW_020844410.1",398430,416652,"-",113666731,"LOC113666731","-","XP_027038321.1",1964,"voltage-dependent T-type calcium channel subunit alpha-1H-like"
"Un","NW_020844410.1",428920,434677,"-",113666708,"LOC113666708","-","XP_027038302.1",391,"LOW QUALITY PROTEIN: COP9 signalosome complex subunit 1-like, partial"
"Un","NW_020844410.1",445099,448990,"-",113666710,"LOC113666710","-","XP_027038304.1",1054,"NACHT, LRR and PYD domains-containing protein 12-like"
"Un","NW_020844410.1",463460,467009,"+",113666712,"LOC113666712","-","XP_027038305.1",521,"meiosis regulator and mRNA stability factor 1-like"
"Un","NW_020844410.1",473073,474934,"+",113666713,"LOC113666713","-","XP_027038306.1",257,"dermatopontin-like"
"Un","NW_020844410.1",489442,491033,"+",113666716,"LOC113666716","-","XP_027038307.1",412,"uncharacterized protein LOC113666716"
"Un","NW_020844410.1",493144,493875,"-",113666717,"LOC113666717","-","XP_027038308.1",243,"E3 ubiquitin-protein ligase DZIP3-like"
"Un","NW_020844412.1",290,37410,"+",113666741,"LOC113666741","-","XP_027038331.1",2349,"trichohyalin-like"
"Un","NW_020844412.1",50573,53139,"+",113666743,"LOC113666743","-","XP_027038333.1",212,"apoptosis regulator R1-like"
